x,y
0.5,-0.0
1.0,-0.0
1.5,-0.0
2.0,-0.0
2.5,-0.0
3.0,-0.0
3.5,-0.0
4.0,-0.0
4.5,-0.0
5.0,-0.0
5.5,-0.0
6.0,-0.0
6.5,-0.0
7.0,-0.0
7.5,-0.0
8.0,-0.0
8.5,-0.0
9.0,-0.0
9.5,-0.0
10.0,-0.0
10.5,-0.0
11.0,-0.0
11.5,-0.0
12.0,-0.0
12.5,-0.0
13.0,-0.0
13.5,-0.0
14.0,-0.0
14.5,-0.0
15.0,-0.0
15.000000000000002,-0.0
15.499749834268156,-0.013695203037659809
15.997999575287357,-0.054739703419407704
16.493253632621066,-0.1230102983471486
16.984025407941523,-0.21830206077232717
17.468841757334612,-0.34032895452305745
17.94624741321875,-0.4887246928955644
18.414809352604653,-0.66304383813271
18.873121098583695,-0.8627631384893206
19.319806942133248,-1.0872830988708362
19.753526071566412,-1.3359297803307486
20.17297659723083,-1.6079568230252814
20.576899459375653,-1.9025476865530262
20.96408220745653,-2.2188181009547376
21.33336263953425,-2.555818721016159
21.68363229084275,-2.912537975906485
22.01383976105489,-3.287905105598722
22.322993870258536,-3.680793374957571
22.61016663416975,-4.090023455847141
22.874496049652386,-4.5143669671064695
23.11518868218286,-4.952550161766924
23.331522047493298,-5.403257750443606
23.522846780244137,-5.865136849424182
23.688588583216504,-6.336801041604127
23.82824995117345,-6.816834538078783
23.94141166421565,-7.303796427900404
24.027734046148865,-7.796225003243738
24.08695798408603,-8.29264214699736
24.11890570622336,-8.79155776961057
24.12348131545592,-9.291474281877809
24.100671077230842,-9.790891090234721
24.05054346077418,-10.28830910107235
23.973248933567604,-10.782235220548937
23.869019509691945,-11.271186836392305
23.738168053393238,-11.753696268239803
23.581087339961723,-12.228315173157355
23.398248876742883,-12.69361889311354
23.190201487819323,-13.148210731358994
22.95756966661192,-13.590726144874743
22.701051701345218,-14.019836840305093
22.421417579003787,-14.434254761080279
22.119506674071292,-14.832735953760855
21.796225228989897,-15.214084301998227
21.45254363390287,-15.577155116903153
21.089493513845838,-15.92085857304502
20.708164632129925,-16.24416297976813
20.309701619211953,-16.546097878005515
19.89530053687053,-16.825756953294597
19.466205288001365,-17.082300756250742
19.023703882808462,-17.31495922233268
18.569124572598913,-17.523033983336255
18.103831862786414,-17.705900463678148
17.62922241707131,-17.863009755177075
17.146720865091453,-17.993890264705108
16.65777552612801,-18.09814912976325
16.163854061702388,-18.175473397732233
15.666439070113759,-18.225630965258723
15.167023636141034,-18.24847127495726
14.667106849267698,-18.243925767336606
14.168189303882393,-18.212008086593976
13.671768594962227,-18.1528140396594
13.179334822759431,-18.066521308613183
12.692366119984781,-17.95338891733967
12.212324214913888,-17.813756454018293
11.740650043734481,-17.64804305178567
11.278759425305068,-17.456746130628567
10.82803881130797,-17.24043990428414
10.389841124553476,-16.999773656629227
9.96548169792722,-16.735469792732523
9.556234326170816,-16.44832167041972
9.163327442347025,-16.139191218860567
8.787940430466556,-15.809006351326122
8.43120008534483,-15.458758179882324
8.094177230315154,-15.089498040380459
7.777883502950777,-14.702334336674596
7.483268318444205,-14.298429213538675
7.211216019758674,-13.878995068270065
6.962543223106213,-13.44529091145077
6.737996366720269,-12.998618587790043
6.538249470280764,-12.54031886839227
6.363902111717104,-12.071767426180035
6.215477627462075,-11.59437070655272
6.093421541558998,-11.109561705675763
5.998100228337389,-10.618795669072789
5.929799812671412,-10.12354572343206
5.888725311122188,-9.62529845473932
5.875000016541968,-9.125549446009968
5.888665127987412,-8.625798788014928
5.929679627052872,-8.127546576475732
5.997920400994856,-7.632288409244649
6.09318261227811,-7.141510896986073
6.215180313434065,-6.6566872008346305
6.363547305386023,-6.179272610424556
6.537838236664639,-5.710700175563814
6.737529940214245,-5.252376404665184
6.962023003777299,-4.805677042846336
7.21064356914316,-4.371942942371804
7.482645354860428,-3.9524760378323522
7.777211896341263,-3.5485354381431025
8.093458996633624,-3.1613336470909976
8.430437380504952,-2.7920329237762997
8.78713554387055,-2.4417417938730432
9.1624827900136,-2.111511722180424
9.555352443483034,-1.8023339564531673
9.964565232022057,-1.5151365519847255
10.38889282637595,-1.2507815858745177
10.827061527353667,-1.0100625693411498
11.277756089075824,-0.7937020658490486
11.73962366693296,-0.6023495221981374
12.211277878403365,-0.43657931908695247
12.69130296454135,-0.2968890470007999
13.178258039644394,-0.18369801260019436
13.670681416342902,-0.09734598009295148
14.167094993130158,-0.038092151367926874
14.666008691162382,-0.006114387951731359
15.0,-0.0
15.499749834268153,0.013695203037659809
15.997999575287356,0.054739703419407704
16.493253632621066,0.1230102983471486
16.984025407941523,0.21830206077232717
17.46884175733461,0.34032895452305745
17.94624741321875,0.4887246928955644
18.414809352604657,0.6630438381327117
18.873121098583695,0.8627631384893206
19.319806942133244,1.0872830988708344
19.75352607156641,1.3359297803307477
20.17297659723083,1.6079568230252814
20.576899459375653,1.9025476865530253
20.964082207456528,2.2188181009547367
21.333362639534247,2.5558187210161583
21.683632290842752,2.9125379759064858
22.01383976105489,3.287905105598722
22.322993870258536,3.6807933749575676
22.610166634169747,4.09002345584714
22.874496049652386,4.51436696710647
23.11518868218286,4.952550161766923
23.331522047493298,5.403257750443605
23.522846780244137,5.8651368494241805
23.688588583216504,6.336801041604126
23.82824995117345,6.8168345380787825
23.94141166421565,7.303796427900403
24.027734046148865,7.7962250032437375
24.086957984086027,8.292642146997359
24.11890570622336,8.791557769610568
24.12348131545592,9.291474281877807
24.100671077230842,9.79089109023472
24.05054346077418,10.288309101072349
23.973248933567604,10.782235220548937
23.869019509691945,11.271186836392303
23.738168053393238,11.753696268239803
23.581087339961723,12.228315173157354
23.398248876742883,12.693618893113538
23.190201487819323,13.148210731358992
22.957569666611924,13.590726144874742
22.701051701345218,14.019836840305091
22.421417579003787,14.434254761080277
22.119506674071292,14.832735953760853
21.796225228989897,15.214084301998227
21.45254363390287,15.577155116903151
21.089493513845838,15.920858573045019
20.708164632129925,16.24416297976813
20.309701619211953,16.546097878005515
19.89530053687053,16.825756953294597
19.466205288001365,17.082300756250742
19.023703882808462,17.31495922233268
18.569124572598913,17.523033983336255
18.103831862786414,17.705900463678145
17.62922241707131,17.863009755177075
17.146720865091453,17.993890264705108
16.65777552612801,18.09814912976325
16.16385406170239,18.175473397732233
15.66643907011376,18.225630965258723
15.167023636141034,18.24847127495726
14.6671068492677,18.243925767336606
14.168189303882393,18.212008086593976
13.671768594962229,18.1528140396594
13.179334822759431,18.066521308613183
12.692366119984783,17.95338891733967
12.21232421491389,17.813756454018293
11.740650043734483,17.64804305178567
11.278759425305068,17.456746130628567
10.828038811307971,17.24043990428414
10.389841124553477,16.999773656629227
9.96548169792722,16.735469792732523
9.556234326170816,16.448321670419723
9.163327442347025,16.139191218860567
8.787940430466556,15.809006351326124
8.431200085344832,15.458758179882324
8.094177230315156,15.089498040380459
7.777883502950778,14.702334336674596
7.483268318444206,14.298429213538675
7.211216019758675,13.878995068270065
6.962543223106213,13.445290911450773
6.737996366720269,12.998618587790043
6.538249470280766,12.54031886839227
6.363902111717104,12.071767426180035
6.215477627462077,11.59437070655272
6.093421541558998,11.109561705675764
5.998100228337389,10.61879566907279
5.929799812671412,10.123545723432061
5.888725311122188,9.62529845473932
5.875000016541968,9.12554944600997
5.888665127987412,8.62579878801493
5.929679627052872,8.127546576475732
5.997920400994856,7.63228840924465
6.093182612278108,7.141510896986074
6.215180313434065,6.656687200834632
6.363547305386021,6.179272610424557
6.537838236664639,5.710700175563815
6.737529940214243,5.252376404665185
6.962023003777297,4.8056770428463365
7.21064356914316,4.371942942371805
