tag,x,y,direction,x_variance,y_variance,xy_covariance
blue,-13.5008,23.47237,0.0,0.01,0.01,0.0
blue,-13.500860000000001,21.77271,0.0,0.01,0.01,0.0
blue,-13.50092,20.07309,0.0,0.01,0.01,0.0
blue,-13.500979999999998,18.37343,0.0,0.01,0.01,0.0
blue,-13.50104,16.67377,0.0,0.01,0.01,0.0
blue,-13.50111,14.974110000000001,0.0,0.01,0.01,0.0
blue,-13.501170000000002,13.27445,0.0,0.01,0.01,0.0
blue,-13.50123,11.57484,0.0,0.01,0.01,0.0
blue,-13.50129,9.875175,0.0,0.01,0.01,0.0
blue,-13.50135,8.175516,0.0,0.01,0.01,0.0
blue,-13.501420000000001,6.475854,0.0,0.01,0.01,0.0
blue,-13.501479999999999,4.776241000000001,0.0,0.01,0.01,0.0
blue,-13.501539999999999,3.07658,0.0,0.01,0.01,0.0
blue,-13.5016,1.376918,0.0,0.01,0.01,0.0
blue,-13.501660000000001,-0.3227435,0.0,0.01,0.01,0.0
blue,-13.501729999999998,-2.022405,0.0,0.01,0.01,0.0
blue,-13.50179,-3.722014,0.0,0.01,0.01,0.0
blue,-13.50185,-5.421676000000001,0.0,0.01,0.01,0.0
blue,-13.50191,-7.121337,0.0,0.01,0.01,0.0
blue,-13.501970000000002,-8.820999,0.0,0.01,0.01,0.0
blue,-13.50203,-10.520610000000001,0.0,0.01,0.01,0.0
blue,-13.5021,-12.22027,0.0,0.01,0.01,0.0
blue,-13.50216,-13.919939999999999,0.0,0.01,0.01,0.0
blue,-13.502220000000001,-15.6196,0.0,0.01,0.01,0.0
blue,-13.502279999999999,-17.31921,0.0,0.01,0.01,0.0
blue,-13.50234,-19.01887,0.0,0.01,0.01,0.0
blue,-13.502410000000001,-20.718529999999998,0.0,0.01,0.01,0.0
blue,-13.50247,-22.41819,0.0,0.01,0.01,0.0
blue,-13.510470000000002,-24.117929999999998,0.0,0.01,0.01,0.0
blue,-13.52865,-25.81772,0.0,0.01,0.01,0.0
blue,-13.546829999999998,-27.51755,0.0,0.01,0.01,0.0
blue,-13.565010000000001,-29.21739,0.0,0.01,0.01,0.0
blue,-13.58319,-30.91723,0.0,0.01,0.01,0.0
blue,-13.59004,-32.62559,0.0,0.01,0.01,0.0
blue,-13.583079999999999,-34.3407,0.0,0.01,0.01,0.0
blue,-13.5551,-36.062470000000005,0.0,0.01,0.01,0.0
blue,-13.495389999999999,-37.79247,0.0,0.01,0.01,0.0
blue,-13.42871,-39.49017,0.0,0.01,0.01,0.0
blue,-13.359739999999999,-41.19157,0.0,0.01,0.01,0.0
blue,-13.260029999999999,-42.9254,0.0,0.01,0.01,0.0
blue,-13.10062,-44.681129999999996,0.0,0.01,0.01,0.0
blue,-12.84041,-46.46508,0.0,0.01,0.01,0.0
yellow,-9.660934,-46.96266,0.0,0.01,0.01,0.0
yellow,-9.229265,-48.586090000000006,0.0,0.01,0.01,0.0
yellow,-8.761692,-50.14335,0.0,0.01,0.01,0.0
yellow,-8.210728,-51.6115,0.0,0.01,0.01,0.0
yellow,-7.538102,-52.922990000000006,0.0,0.01,0.01,0.0
yellow,-6.732079,-53.93229,0.0,0.01,0.01,0.0
yellow,-5.6551480000000005,-54.66281,0.0,0.01,0.01,0.0
yellow,-4.308704,-55.221419999999995,0.0,0.01,0.01,0.0
yellow,-2.814566,-55.62814,0.0,0.01,0.01,0.0
yellow,-1.237133,-55.924,0.0,0.01,0.01,0.0
yellow,0.39294959999999995,-56.1474,0.0,0.01,0.01,0.0
yellow,2.07785,-56.33695,0.0,0.01,0.01,0.0
yellow,3.7647199999999996,-56.531859999999995,0.0,0.01,0.01,0.0
yellow,5.355271,-56.65614,0.0,0.01,0.01,0.0
yellow,6.991185000000001,-56.694309999999994,0.0,0.01,0.01,0.0
yellow,8.653388,-56.677,0.0,0.01,0.01,0.0
yellow,10.34457,-56.62605,0.0,0.01,0.01,0.0
yellow,12.04227,-56.56975,0.0,0.01,0.01,0.0
yellow,13.748679999999998,-56.517619999999994,0.0,0.01,0.01,0.0
yellow,15.469920000000002,-56.50193,0.0,0.01,0.01,0.0
yellow,17.17308,-56.50166,0.0,0.01,0.01,0.0
yellow,18.87624,-56.50139,0.0,0.01,0.01,0.0
yellow,20.57941,-56.50111999999999,0.0,0.01,0.01,0.0
yellow,22.28257,-56.50085,0.0,0.01,0.01,0.0
yellow,23.98573,-56.50058000000001,0.0,0.01,0.01,0.0
yellow,25.68889,-56.50031,0.0,0.01,0.01,0.0
yellow,27.419140000000002,-56.53913000000001,0.0,0.01,0.01,0.0
yellow,29.113159999999997,-56.58988000000001,0.0,0.01,0.01,0.0
yellow,30.7354,-56.590630000000004,0.0,0.01,0.01,0.0
yellow,32.289390000000004,-56.46406999999999,0.0,0.01,0.01,0.0
yellow,33.827420000000004,-56.217369999999995,0.0,0.01,0.01,0.0
yellow,35.00833,-55.812580000000004,0.0,0.01,0.01,0.0
yellow,36.16722,-55.0256,0.0,0.01,0.01,0.0
yellow,36.500659999999996,-54.77789,0.0,0.01,0.01,0.0
yellow,36.163909999999994,-54.53566,0.0,0.01,0.01,0.0
yellow,35.01768,-53.846940000000004,0.0,0.01,0.01,0.0
yellow,33.86475,-53.58189,0.0,0.01,0.01,0.0
yellow,32.287009999999995,-53.523540000000004,0.0,0.01,0.01,0.0
yellow,30.568440000000002,-53.47314,0.0,0.01,0.01,0.0
yellow,28.918440000000004,-53.46103000000001,0.0,0.01,0.01,0.0
yellow,27.221890000000002,-53.48141,0.0,0.01,0.01,0.0
yellow,25.52153,-53.497980000000005,0.0,0.01,0.01,0.0
yellow,23.82089,-53.49845,0.0,0.01,0.01,0.0
yellow,22.12025,-53.49893,0.0,0.01,0.01,0.0
yellow,20.419620000000002,-53.4994,0.0,0.01,0.01,0.0
yellow,18.718989999999998,-53.499880000000005,0.0,0.01,0.01,0.0
yellow,17.01835,-53.50035,0.0,0.01,0.01,0.0
yellow,15.333570000000002,-53.507830000000006,0.0,0.01,0.01,0.0
yellow,13.63615,-53.54602,0.0,0.01,0.01,0.0
yellow,11.934610000000001,-53.5833,0.0,0.01,0.01,0.0
yellow,10.19283,-53.59045,0.0,0.01,0.01,0.0
yellow,8.407316,-53.523309999999995,0.0,0.01,0.01,0.0
yellow,6.728386,-53.41125,0.0,0.01,0.01,0.0
yellow,5.014517,-53.314859999999996,0.0,0.01,0.01,0.0
yellow,3.21152,-53.13001,0.0,0.01,0.01,0.0
yellow,1.322225,-52.7162,0.0,0.01,0.01,0.0
yellow,-0.6456772,-51.77203,0.0,0.01,0.01,0.0
yellow,-2.1763529999999998,-49.857079999999996,0.0,0.01,0.01,0.0
yellow,-2.140177,-46.97213,0.0,0.01,0.01,0.0
yellow,-0.3754385,-45.04724,0.0,0.01,0.01,0.0
yellow,1.6951650000000003,-44.3633,0.0,0.01,0.01,0.0
yellow,3.633257,-44.21165,0.0,0.01,0.01,0.0
yellow,5.440848,-44.27969,0.0,0.01,0.01,0.0
yellow,7.146524,-44.41321,0.0,0.01,0.01,0.0
yellow,8.750681,-44.50243,0.0,0.01,0.01,0.0
yellow,10.41641,-44.48114,0.0,0.01,0.01,0.0
yellow,12.12753,-44.482409999999994,0.0,0.01,0.01,0.0
yellow,13.832289999999999,-44.490629999999996,0.0,0.01,0.01,0.0
yellow,15.53704,-44.49885,0.0,0.01,0.01,0.0
yellow,17.2418,-44.50707,0.0,0.01,0.01,0.0
yellow,18.944570000000002,-44.51801,0.0,0.01,0.01,0.0
yellow,20.64227,-44.53585,0.0,0.01,0.01,0.0
yellow,22.33996,-44.553709999999995,0.0,0.01,0.01,0.0
yellow,24.03705,-44.57065,0.0,0.01,0.01,0.0
yellow,25.723760000000002,-44.572109999999995,0.0,0.01,0.01,0.0
yellow,27.40267,-44.553909999999995,0.0,0.01,0.01,0.0
yellow,29.0752,-44.508179999999996,0.0,0.01,0.01,0.0
yellow,30.84497,-44.49763,0.0,0.01,0.01,0.0
yellow,32.512609999999995,-44.515679999999996,0.0,0.01,0.01,0.0
yellow,34.0238,-44.42289,0.0,0.01,0.01,0.0
yellow,35.23273,-44.1088,0.0,0.01,0.01,0.0
yellow,36.23563,-43.434090000000005,0.0,0.01,0.01,0.0
yellow,36.50333,-43.25741,0.0,0.01,0.01,0.0
yellow,36.07781,-42.76449,0.0,0.01,0.01,0.0
yellow,35.05959,-42.07002,0.0,0.01,0.01,0.0
yellow,33.82063,-41.73572,0.0,0.01,0.01,0.0
yellow,32.2827,-41.59395,0.0,0.01,0.01,0.0
yellow,30.58588,-41.52407,0.0,0.01,0.01,0.0
yellow,28.91995,-41.43915,0.0,0.01,0.01,0.0
yellow,27.26817,-41.42218,0.0,0.01,0.01,0.0
yellow,25.58985,-41.442240000000005,0.0,0.01,0.01,0.0
yellow,23.88636,-41.47483,0.0,0.01,0.01,0.0
yellow,22.170170000000002,-41.49945,0.0,0.01,0.01,0.0
yellow,20.47019,-41.49957,0.0,0.01,0.01,0.0
yellow,18.770220000000002,-41.49969,0.0,0.01,0.01,0.0
yellow,17.07025,-41.49981,0.0,0.01,0.01,0.0
yellow,15.370270000000001,-41.49994,0.0,0.01,0.01,0.0
yellow,13.67031,-41.50005,0.0,0.01,0.01,0.0
yellow,11.97034,-41.50018,0.0,0.01,0.01,0.0
yellow,10.286480000000001,-41.50677,0.0,0.01,0.01,0.0
yellow,8.590631,-41.54661,0.0,0.01,0.01,0.0
yellow,6.839411,-41.5606,0.0,0.01,0.01,0.0
yellow,5.055704,-41.459540000000004,0.0,0.01,0.01,0.0
yellow,3.3139489999999996,-41.3268,0.0,0.01,0.01,0.0
yellow,1.339172,-40.93724,0.0,0.01,0.01,0.0
yellow,-0.6511855,-39.746759999999995,0.0,0.01,0.01,0.0
yellow,-2.013954,-38.0249,0.0,0.01,0.01,0.0
yellow,-2.2902560000000003,-35.15528,0.0,0.01,0.01,0.0
yellow,-0.9007658000000002,-33.22149,0.0,0.01,0.01,0.0
yellow,1.073832,-32.03821,0.0,0.01,0.01,0.0
yellow,3.07609,-31.64135,0.0,0.01,0.01,0.0
yellow,4.877689,-31.552220000000002,0.0,0.01,0.01,0.0
yellow,6.52564,-31.50015,0.0,0.01,0.01,0.0
yellow,8.289666,-31.4329,0.0,0.01,0.01,0.0
yellow,10.02524,-31.429140000000004,0.0,0.01,0.01,0.0
yellow,11.73504,-31.4522,0.0,0.01,0.01,0.0
yellow,13.433060000000001,-31.481640000000002,0.0,0.01,0.01,0.0
yellow,15.11418,-31.5,0.0,0.01,0.01,0.0
yellow,16.815479999999997,-31.500059999999998,0.0,0.01,0.01,0.0
yellow,18.51677,-31.50011,0.0,0.01,0.01,0.0
yellow,20.21805,-31.50017,0.0,0.01,0.01,0.0
yellow,21.91935,-31.50023,0.0,0.01,0.01,0.0
yellow,23.620639999999998,-31.50028,0.0,0.01,0.01,0.0
yellow,25.32195,-31.50034,0.0,0.01,0.01,0.0
yellow,27.0665,-31.53818,0.0,0.01,0.01,0.0
yellow,28.76693,-31.61027,0.0,0.01,0.01,0.0
yellow,30.41872,-31.65495,0.0,0.01,0.01,0.0
yellow,31.98885,-31.605079999999997,0.0,0.01,0.01,0.0
yellow,33.48574,-31.381790000000002,0.0,0.01,0.01,0.0
yellow,34.84523,-30.98917,0.0,0.01,0.01,0.0
yellow,35.808640000000004,-30.339409999999997,0.0,0.01,0.01,0.0
yellow,36.480940000000004,-29.5076,0.0,0.01,0.01,0.0
yellow,36.4025,-29.339209999999998,0.0,0.01,0.01,0.0
yellow,35.545559999999995,-28.49785,0.0,0.01,0.01,0.0
yellow,34.49793,-27.94117,0.0,0.01,0.01,0.0
yellow,33.065940000000005,-27.62531,0.0,0.01,0.01,0.0
yellow,31.4958,-27.42943,0.0,0.01,0.01,0.0
yellow,29.91224,-27.37657,0.0,0.01,0.01,0.0
yellow,28.252609999999997,-27.41,0.0,0.01,0.01,0.0
yellow,26.55705,-27.467029999999998,0.0,0.01,0.01,0.0
yellow,24.81853,-27.49993,0.0,0.01,0.01,0.0
yellow,23.11893,-27.49995,0.0,0.01,0.01,0.0
yellow,21.419320000000003,-27.49997,0.0,0.01,0.01,0.0
yellow,19.719720000000002,-27.499990000000004,0.0,0.01,0.01,0.0
yellow,18.02011,-27.500009999999996,0.0,0.01,0.01,0.0
yellow,16.3205,-27.50003,0.0,0.01,0.01,0.0
yellow,14.6209,-27.50005,0.0,0.01,0.01,0.0
yellow,12.921289999999999,-27.50007,0.0,0.01,0.01,0.0
yellow,11.221680000000001,-27.500090000000004,0.0,0.01,0.01,0.0
yellow,9.522076,-27.50011,0.0,0.01,0.01,0.0
yellow,7.822469,-27.50013,0.0,0.01,0.01,0.0
yellow,6.177612,-27.553620000000002,0.0,0.01,0.01,0.0
yellow,4.374918,-27.589540000000003,0.0,0.01,0.01,0.0
yellow,2.4389830000000003,-27.35081,0.0,0.01,0.01,0.0
yellow,0.49849090000000007,-26.7751,0.0,0.01,0.01,0.0
yellow,-1.405373,-25.21795,0.0,0.01,0.01,0.0
yellow,-2.376391,-23.17385,0.0,0.01,0.01,0.0
yellow,-2.159902,-20.601110000000002,0.0,0.01,0.01,0.0
yellow,-1.078402,-18.75628,0.0,0.01,0.01,0.0
yellow,0.6401403,-17.30718,0.0,0.01,0.01,0.0
yellow,2.615136,-16.5083,0.0,0.01,0.01,0.0
yellow,4.623124,-16.29044,0.0,0.01,0.01,0.0
yellow,6.4400010000000005,-16.34974,0.0,0.01,0.01,0.0
yellow,8.127067,-16.466260000000002,0.0,0.01,0.01,0.0
yellow,9.746114,-16.4999,0.0,0.01,0.01,0.0
yellow,11.44617,-16.49997,0.0,0.01,0.01,0.0
yellow,13.14626,-16.50004,0.0,0.01,0.01,0.0
yellow,14.84635,-16.50011,0.0,0.01,0.01,0.0
yellow,16.54641,-16.50018,0.0,0.01,0.01,0.0
yellow,18.246489999999998,-16.50026,0.0,0.01,0.01,0.0
yellow,19.94655,-16.500329999999998,0.0,0.01,0.01,0.0
yellow,21.646639999999998,-16.5004,0.0,0.01,0.01,0.0
yellow,23.3467,-16.50047,0.0,0.01,0.01,0.0
yellow,25.04678,-16.50054,0.0,0.01,0.01,0.0
yellow,26.76421,-16.53526,0.0,0.01,0.01,0.0
yellow,28.45781,-16.57292,0.0,0.01,0.01,0.0
yellow,30.083909999999996,-16.56229,0.0,0.01,0.01,0.0
yellow,31.7232,-16.44783,0.0,0.01,0.01,0.0
yellow,33.32222,-16.30268,0.0,0.01,0.01,0.0
yellow,34.5896,-15.999229999999999,0.0,0.01,0.01,0.0
yellow,35.54177,-15.321720000000001,0.0,0.01,0.01,0.0
yellow,36.33337,-14.36633,0.0,0.01,0.01,0.0
yellow,36.48973,-13.874039999999999,0.0,0.01,0.01,0.0
yellow,35.95722,-13.06749,0.0,0.01,0.01,0.0
yellow,34.940979999999996,-12.21402,0.0,0.01,0.01,0.0
yellow,33.87506,-11.80198,0.0,0.01,0.01,0.0
yellow,32.38808,-11.60918,0.0,0.01,0.01,0.0
yellow,30.692159999999998,-11.48944,0.0,0.01,0.01,0.0
yellow,29.083790000000004,-11.41409,0.0,0.01,0.01,0.0
yellow,27.430690000000002,-11.414480000000001,0.0,0.01,0.01,0.0
yellow,25.740679999999998,-11.448839999999999,0.0,0.01,0.01,0.0
yellow,24.03939,-11.48865,0.0,0.01,0.01,0.0
yellow,22.3252,-11.49831,0.0,0.01,0.01,0.0
yellow,20.62422,-11.49892,0.0,0.01,0.01,0.0
yellow,18.923270000000002,-11.49953,0.0,0.01,0.01,0.0
yellow,17.2223,-11.50014,0.0,0.01,0.01,0.0
yellow,15.52135,-11.50075,0.0,0.01,0.01,0.0
yellow,13.821629999999999,-11.51106,0.0,0.01,0.01,0.0
yellow,12.12341,-11.5329,0.0,0.01,0.01,0.0
yellow,10.41003,-11.54722,0.0,0.01,0.01,0.0
yellow,8.650977000000001,-11.514439999999999,0.0,0.01,0.01,0.0
yellow,6.9474860000000005,-11.44155,0.0,0.01,0.01,0.0
yellow,5.220889,-11.36163,0.0,0.01,0.01,0.0
yellow,3.414308,-11.18498,0.0,0.01,0.01,0.0
yellow,1.511012,-10.77047,0.0,0.01,0.01,0.0
yellow,-0.38133540000000005,-9.900143,0.0,0.01,0.01,0.0
yellow,-2.071385,-7.918214,0.0,0.01,0.01,0.0
yellow,-2.486686,-5.797212,0.0,0.01,0.01,0.0
yellow,-2.2627990000000002,-3.620158,0.0,0.01,0.01,0.0
yellow,-0.9533895,-1.538743,0.0,0.01,0.01,0.0
yellow,0.818217,-0.2927568,0.0,0.01,0.01,0.0
yellow,2.8816509999999997,0.295348,0.0,0.01,0.01,0.0
yellow,4.743926999999999,0.4456424,0.0,0.01,0.01,0.0
yellow,6.4604230000000005,0.47615909999999995,0.0,0.01,0.01,0.0
yellow,8.173325,0.5258925999999999,0.0,0.01,0.01,0.0
yellow,9.90178,0.5187997999999999,0.0,0.01,0.01,0.0
yellow,11.60112,0.5009938,0.0,0.01,0.01,0.0
yellow,13.29674,0.5009868,0.0,0.01,0.01,0.0
yellow,14.992360000000001,0.5009797,0.0,0.01,0.01,0.0
yellow,16.68795,0.5009725,0.0,0.01,0.01,0.0
yellow,18.3851,0.5046499,0.0,0.01,0.01,0.0
yellow,20.08676,0.519262,0.0,0.01,0.01,0.0
yellow,21.813270000000003,0.5191844,0.0,0.01,0.01,0.0
yellow,23.60524,0.44122970000000006,0.0,0.01,0.01,0.0
yellow,25.32049,0.28366399999999997,0.0,0.01,0.01,0.0
yellow,26.98491,0.13332529999999998,0.0,0.01,0.01,0.0
yellow,28.61089,0.07334042,0.0,0.01,0.01,0.0
yellow,30.3314,0.00257647,0.0,0.01,0.01,0.0
yellow,31.90366,-0.0063753130000000005,0.0,0.01,0.01,0.0
yellow,33.24675,0.1804644,0.0,0.01,0.01,0.0
yellow,34.361090000000004,0.731503,0.0,0.01,0.01,0.0
yellow,35.4859,1.608714,0.0,0.01,0.01,0.0
yellow,36.29585,2.580841,0.0,0.01,0.01,0.0
yellow,36.49393,3.226254,0.0,0.01,0.01,0.0
yellow,36.06862,4.040911,0.0,0.01,0.01,0.0
yellow,35.10503,4.9970040000000004,0.0,0.01,0.01,0.0
yellow,33.910309999999996,5.812666,0.0,0.01,0.01,0.0
yellow,32.74038,6.261337,0.0,0.01,0.01,0.0
yellow,31.291809999999998,6.448342,0.0,0.01,0.01,0.0
yellow,29.677870000000002,6.483598000000001,0.0,0.01,0.01,0.0
yellow,27.971659999999996,6.479388,0.0,0.01,0.01,0.0
yellow,26.25527,6.530284,0.0,0.01,0.01,0.0
yellow,24.58894,6.533645,0.0,0.01,0.01,0.0
yellow,22.89185,6.51514,0.0,0.01,0.01,0.0
yellow,21.1941,6.501091000000001,0.0,0.01,0.01,0.0
yellow,19.49434,6.500932,0.0,0.01,0.01,0.0
yellow,17.79457,6.500771,0.0,0.01,0.01,0.0
yellow,16.09479,6.500611,0.0,0.01,0.01,0.0
yellow,14.395010000000001,6.500452,0.0,0.01,0.01,0.0
yellow,12.69529,6.500292,0.0,0.01,0.01,0.0
yellow,10.995510000000001,6.500132,0.0,0.01,0.01,0.0
yellow,9.295733,6.4999720000000005,0.0,0.01,0.01,0.0
yellow,7.611124,6.498693,0.0,0.01,0.01,0.0
yellow,5.96031,6.413371,0.0,0.01,0.01,0.0
yellow,3.982242,6.461941,0.0,0.01,0.01,0.0
yellow,2.076777,6.938696,0.0,0.01,0.01,0.0
yellow,0.2343419,7.739468,0.0,0.01,0.01,0.0
yellow,-1.528797,9.406481,0.0,0.01,0.01,0.0
yellow,-2.3098360000000002,11.43464,0.0,0.01,0.01,0.0
yellow,-2.478704,13.572410000000001,0.0,0.01,0.01,0.0
yellow,-2.020211,15.634960000000001,0.0,0.01,0.01,0.0
yellow,-0.6770034,17.62475,0.0,0.01,0.01,0.0
yellow,1.080666,18.770979999999998,0.0,0.01,0.01,0.0
yellow,2.96272,19.47265,0.0,0.01,0.01,0.0
yellow,4.959864,19.73295,0.0,0.01,0.01,0.0
yellow,6.793169,19.70449,0.0,0.01,0.01,0.0
yellow,8.511657000000001,19.58774,0.0,0.01,0.01,0.0
yellow,10.12828,19.50141,0.0,0.01,0.01,0.0
yellow,11.81969,19.500410000000002,0.0,0.01,0.01,0.0
yellow,13.518989999999999,19.500329999999998,0.0,0.01,0.01,0.0
yellow,15.21829,19.500239999999998,0.0,0.01,0.01,0.0
yellow,16.91754,19.50015,0.0,0.01,0.01,0.0
yellow,18.61684,19.50007,0.0,0.01,0.01,0.0
yellow,20.31615,19.499979999999997,0.0,0.01,0.01,0.0
yellow,22.01545,19.49989,0.0,0.01,0.01,0.0
yellow,23.7147,19.49981,0.0,0.01,0.01,0.0
yellow,25.414,19.49972,0.0,0.01,0.01,0.0
yellow,27.130020000000002,19.48089,0.0,0.01,0.01,0.0
yellow,28.80756,19.45235,0.0,0.01,0.01,0.0
yellow,30.40677,19.51549,0.0,0.01,0.01,0.0
yellow,32.10082,19.60406,0.0,0.01,0.01,0.0
yellow,33.5387,19.79314,0.0,0.01,0.01,0.0
yellow,34.51688,20.2412,0.0,0.01,0.01,0.0
yellow,35.5121,21.181910000000002,0.0,0.01,0.01,0.0
yellow,36.255390000000006,22.2745,0.0,0.01,0.01,0.0
yellow,36.49834,23.15312,0.0,0.01,0.01,0.0
yellow,36.16155,24.11644,0.0,0.01,0.01,0.0
yellow,35.36483,25.19922,0.0,0.01,0.01,0.0
yellow,34.34073,26.10588,0.0,0.01,0.01,0.0
yellow,33.42033,26.480190000000004,0.0,0.01,0.01,0.0
yellow,31.97888,26.52825,0.0,0.01,0.01,0.0
yellow,30.20171,26.50057,0.0,0.01,0.01,0.0
yellow,28.5255,26.542740000000002,0.0,0.01,0.01,0.0
yellow,26.84447,26.54413,0.0,0.01,0.01,0.0
yellow,25.14595,26.528809999999996,0.0,0.01,0.01,0.0
yellow,23.447429999999997,26.513479999999998,0.0,0.01,0.01,0.0
yellow,21.748739999999998,26.50067,0.0,0.01,0.01,0.0
yellow,20.04918,26.50052,0.0,0.01,0.01,0.0
yellow,18.34958,26.50037,0.0,0.01,0.01,0.0
yellow,16.64998,26.500220000000002,0.0,0.01,0.01,0.0
yellow,14.950370000000001,26.50007,0.0,0.01,0.01,0.0
yellow,13.250770000000001,26.49992,0.0,0.01,0.01,0.0
yellow,11.551210000000001,26.49977,0.0,0.01,0.01,0.0
yellow,9.869318,26.484990000000003,0.0,0.01,0.01,0.0
yellow,8.167905000000001,26.4428,0.0,0.01,0.01,0.0
yellow,6.343519000000001,26.474290000000003,0.0,0.01,0.01,0.0
yellow,4.570501999999999,26.6553,0.0,0.01,0.01,0.0
yellow,2.727764,26.972890000000003,0.0,0.01,0.01,0.0
yellow,0.7020506999999999,27.7714,0.0,0.01,0.01,0.0
yellow,-0.9259011,29.22905,0.0,0.01,0.01,0.0
yellow,-1.967445,31.15677,0.0,0.01,0.01,0.0
yellow,-2.445464,33.12781,0.0,0.01,0.01,0.0
yellow,-2.336098,35.32697,0.0,0.01,0.01,0.0
yellow,-1.5608440000000001,37.35267,0.0,0.01,0.01,0.0
yellow,-0.24282289999999998,38.984970000000004,0.0,0.01,0.01,0.0
yellow,1.6628310000000002,40.2522,0.0,0.01,0.01,0.0
yellow,3.8086699999999998,40.63408,0.0,0.01,0.01,0.0
yellow,5.6464360000000005,40.58718,0.0,0.01,0.01,0.0
yellow,7.279112,40.49986,0.0,0.01,0.01,0.0
yellow,8.948845,40.51079,0.0,0.01,0.01,0.0
yellow,10.65045,40.50965,0.0,0.01,0.01,0.0
yellow,12.35201,40.508520000000004,0.0,0.01,0.01,0.0
yellow,14.05362,40.50739,0.0,0.01,0.01,0.0
yellow,15.75523,40.50625,0.0,0.01,0.01,0.0
yellow,17.45683,40.50512,0.0,0.01,0.01,0.0
yellow,19.15844,40.50399,0.0,0.01,0.01,0.0
yellow,20.86,40.50285,0.0,0.01,0.01,0.0
yellow,22.56161,40.50172,0.0,0.01,0.01,0.0
yellow,24.26321,40.50059,0.0,0.01,0.01,0.0
yellow,26.01651,40.48467,0.0,0.01,0.01,0.0
yellow,27.759529999999998,40.37458,0.0,0.01,0.01,0.0
yellow,29.4242,40.26238,0.0,0.01,0.01,0.0
yellow,30.99195,40.24309,0.0,0.01,0.01,0.0
yellow,32.38899,40.41211,0.0,0.01,0.01,0.0
yellow,33.71184,40.88258,0.0,0.01,0.01,0.0
yellow,34.955220000000004,41.58242,0.0,0.01,0.01,0.0
yellow,35.82707,42.38382,0.0,0.01,0.01,0.0
yellow,36.34922,43.48023,0.0,0.01,0.01,0.0
yellow,36.496390000000005,44.53034,0.0,0.01,0.01,0.0
yellow,36.11829,45.64349,0.0,0.01,0.01,0.0
yellow,35.39343,46.730340000000005,0.0,0.01,0.01,0.0
yellow,34.46226,47.42052,0.0,0.01,0.01,0.0
yellow,33.1268,47.97824,0.0,0.01,0.01,0.0
yellow,31.729029999999998,48.32472,0.0,0.01,0.01,0.0
yellow,30.197429999999997,48.45657,0.0,0.01,0.01,0.0
yellow,28.54733,48.48388,0.0,0.01,0.01,0.0
yellow,26.81945,48.49815,0.0,0.01,0.01,0.0
yellow,25.154889999999998,48.52127,0.0,0.01,0.01,0.0
yellow,23.45988,48.51381,0.0,0.01,0.01,0.0
yellow,21.760070000000002,48.50347,0.0,0.01,0.01,0.0
yellow,20.06106,48.4999,0.0,0.01,0.01,0.0
yellow,18.362460000000002,48.49973,0.0,0.01,0.01,0.0
yellow,16.663870000000003,48.49955,0.0,0.01,0.01,0.0
yellow,14.965320000000002,48.49938,0.0,0.01,0.01,0.0
yellow,13.26679,48.49723,0.0,0.01,0.01,0.0
yellow,11.5689,48.47533,0.0,0.01,0.01,0.0
yellow,9.868971,48.4544,0.0,0.01,0.01,0.0
yellow,8.125547000000001,48.46444,0.0,0.01,0.01,0.0
yellow,6.37922,48.53844,0.0,0.01,0.01,0.0
yellow,4.587559,48.67241,0.0,0.01,0.01,0.0
yellow,2.652151,49.10053,0.0,0.01,0.01,0.0
yellow,0.8843648999999999,49.777609999999996,0.0,0.01,0.01,0.0
yellow,-0.9556441999999999,51.0098,0.0,0.01,0.01,0.0
yellow,-2.126686,53.118669999999995,0.0,0.01,0.01,0.0
yellow,-2.4762310000000003,55.11345,0.0,0.01,0.01,0.0
yellow,-2.410891,57.105630000000005,0.0,0.01,0.01,0.0
yellow,-1.9711560000000001,59.051680000000005,0.0,0.01,0.01,0.0
yellow,-0.8578744,61.04928,0.0,0.01,0.01,0.0
yellow,0.8101791,62.38961,0.0,0.01,0.01,0.0
yellow,2.6044650000000003,63.24739,0.0,0.01,0.01,0.0
yellow,4.714361,63.664559999999994,0.0,0.01,0.01,0.0
yellow,6.579279,63.609230000000004,0.0,0.01,0.01,0.0
yellow,8.207811999999999,63.50249,0.0,0.01,0.01,0.0
yellow,9.890821,63.50063000000001,0.0,0.01,0.01,0.0
yellow,11.58949,63.50055,0.0,0.01,0.01,0.0
yellow,13.288110000000001,63.50046999999999,0.0,0.01,0.01,0.0
yellow,14.98678,63.50039,0.0,0.01,0.01,0.0
yellow,16.68546,63.50031,0.0,0.01,0.01,0.0
yellow,18.38413,63.50023,0.0,0.01,0.01,0.0
yellow,20.08275,63.50015,0.0,0.01,0.01,0.0
yellow,21.78142,63.50006,0.0,0.01,0.01,0.0
yellow,23.48009,63.499990000000004,0.0,0.01,0.01,0.0
yellow,25.17876,63.49991,0.0,0.01,0.01,0.0
yellow,26.92135,63.48737,0.0,0.01,0.01,0.0
yellow,28.634109999999996,63.4065,0.0,0.01,0.01,0.0
yellow,30.213459999999998,63.38451,0.0,0.01,0.01,0.0
yellow,31.6666,63.573409999999996,0.0,0.01,0.01,0.0
yellow,33.21202,63.9258,0.0,0.01,0.01,0.0
