tag,x,y,direction,x_variance,y_variance,xy_covariance
blue,5.473835,37.59215,0.0,0.01,0.01,0.0
blue,7.2360809999999995,37.500209999999996,0.0,0.01,0.01,0.0
blue,8.966177,37.51084,0.0,0.01,0.01,0.0
blue,10.66461,37.5097,0.0,0.01,0.01,0.0
blue,12.36299,37.50857,0.0,0.01,0.01,0.0
blue,14.06143,37.50743,0.0,0.01,0.01,0.0
blue,15.75986,37.5063,0.0,0.01,0.01,0.0
blue,17.458289999999998,37.50516,0.0,0.01,0.01,0.0
blue,19.15672,37.50403,0.0,0.01,0.01,0.0
blue,20.85511,37.50289,0.0,0.01,0.01,0.0
blue,22.553539999999998,37.50175,0.0,0.01,0.01,0.0
blue,24.25198,37.50062,0.0,0.01,0.01,0.0
blue,25.89825,37.48701,0.0,0.01,0.01,0.0
blue,27.54812,37.38204,0.0,0.01,0.01,0.0
blue,29.2757,37.266059999999996,0.0,0.01,0.01,0.0
blue,31.10687,37.2453,0.0,0.01,0.01,0.0
blue,33.07871,37.49261,0.0,0.01,0.01,0.0
blue,34.95661,38.153079999999996,0.0,0.01,0.01,0.0
blue,36.67092,39.121520000000004,0.0,0.01,0.01,0.0
blue,38.26556,40.63687,0.0,0.01,0.01,0.0
blue,39.21407,42.59046,0.0,0.01,0.01,0.0
blue,39.47416,44.89119,0.0,0.01,0.01,0.0
blue,38.79742,46.99305,0.0,0.01,0.01,0.0
blue,37.63544,48.72367,0.0,0.01,0.01,0.0
blue,35.86874,50.07027,0.0,0.01,0.01,0.0
blue,34.07228,50.825309999999995,0.0,0.01,0.01,0.0
blue,32.17326,51.29159,0.0,0.01,0.01,0.0
blue,30.31928,51.45407,0.0,0.01,0.01,0.0
blue,28.5701,51.48379,0.0,0.01,0.01,0.0
blue,26.898159999999997,51.4971,0.0,0.01,0.01,0.0
blue,25.16321,51.521229999999996,0.0,0.01,0.01,0.0
blue,23.45834,51.51381,0.0,0.01,0.01,0.0
blue,21.75814,51.50347,0.0,0.01,0.01,0.0
blue,20.05711,51.4999,0.0,0.01,0.01,0.0
blue,18.35566,51.49971,0.0,0.01,0.01,0.0
blue,16.654220000000002,51.49953,0.0,0.01,0.01,0.0
blue,14.952820000000001,51.49935,0.0,0.01,0.01,0.0
blue,13.251339999999999,51.4972,0.0,0.01,0.01,0.0
blue,11.54947,51.47526,0.0,0.01,0.01,0.0
blue,9.849615,51.45432,0.0,0.01,0.01,0.0
blue,8.193275,51.46365,0.0,0.01,0.01,0.0
blue,6.542681,51.53399,0.0,0.01,0.01,0.0
blue,4.944361,51.651070000000004,0.0,0.01,0.01,0.0
blue,3.567131,51.957570000000004,0.0,0.01,0.01,0.0
blue,2.1606959999999997,52.49247,0.0,0.01,0.01,0.0
blue,1.175188,53.12088000000001,0.0,0.01,0.01,0.0
blue,0.7487261,53.97354,0.0,0.01,0.01,0.0
blue,0.5164353,55.3219,0.0,0.01,0.01,0.0
blue,0.5644670999999999,56.722030000000004,0.0,0.01,0.01,0.0
blue,0.8696719,58.0877,0.0,0.01,0.01,0.0
blue,1.37909,59.0509,0.0,0.01,0.01,0.0
blue,2.360824,59.82155,0.0,0.01,0.01,0.0
blue,3.6294269999999997,60.42799,0.0,0.01,0.01,0.0
blue,4.838869,60.66724,0.0,0.01,0.01,0.0
blue,6.370227,60.616519999999994,0.0,0.01,0.01,0.0
blue,8.134236,60.50342,0.0,0.01,0.01,0.0
blue,9.851252,60.5009,0.0,0.01,0.01,0.0
blue,11.55262,60.5008,0.0,0.01,0.01,0.0
blue,13.25394,60.500690000000006,0.0,0.01,0.01,0.0
blue,14.95531,60.50059,0.0,0.01,0.01,0.0
blue,16.656679999999998,60.50048,0.0,0.01,0.01,0.0
blue,18.35805,60.50037,0.0,0.01,0.01,0.0
blue,20.05936,60.50026999999999,0.0,0.01,0.01,0.0
blue,21.76073,60.50016,0.0,0.01,0.01,0.0
blue,23.4621,60.50006,0.0,0.01,0.01,0.0
blue,25.16347,60.49995,0.0,0.01,0.01,0.0
blue,26.82055,60.48911,0.0,0.01,0.01,0.0
blue,28.503859999999996,60.409330000000004,0.0,0.01,0.01,0.0
blue,30.32343,60.38655,0.0,0.01,0.01,0.0
blue,32.23837,60.628409999999995,0.0,0.01,0.01,0.0
blue,34.006809999999994,61.033,0.0,0.01,0.01,0.0
blue,35.83265,61.67711,0.0,0.01,0.01,0.0
blue,37.6884,62.91197,0.0,0.01,0.01,0.0
blue,38.91341,64.79538000000001,0.0,0.01,0.01,0.0
blue,39.50217,66.76183,0.0,0.01,0.01,0.0
blue,39.51828,68.96056,0.0,0.01,0.01,0.0
blue,38.90433,70.94833,0.0,0.01,0.01,0.0
blue,37.637809999999995,72.81113,0.0,0.01,0.01,0.0
blue,35.887840000000004,74.0248,0.0,0.01,0.01,0.0
blue,34.117490000000004,74.76529000000001,0.0,0.01,0.01,0.0
blue,32.35335,75.27329,0.0,0.01,0.01,0.0
blue,30.476059999999997,75.61703,0.0,0.01,0.01,0.0
blue,28.609170000000002,75.68048,0.0,0.01,0.01,0.0
blue,26.85486,75.60953,0.0,0.01,0.01,0.0
blue,25.174979999999998,75.51949,0.0,0.01,0.01,0.0
blue,23.5262,75.50041,0.0,0.01,0.01,0.0
blue,21.82846,75.5004,0.0,0.01,0.01,0.0
blue,20.13071,75.5004,0.0,0.01,0.01,0.0
blue,18.43297,75.5004,0.0,0.01,0.01,0.0
blue,16.73528,75.50039,0.0,0.01,0.01,0.0
blue,15.037529999999999,75.50038,0.0,0.01,0.01,0.0
blue,13.339789999999999,75.50038,0.0,0.01,0.01,0.0
blue,11.64205,75.50036999999999,0.0,0.01,0.01,0.0
blue,9.944355999999999,75.50036999999999,0.0,0.01,0.01,0.0
blue,8.277575,75.5138,0.0,0.01,0.01,0.0
blue,6.567544,75.56604,0.0,0.01,0.01,0.0
blue,4.728322,75.53429,0.0,0.01,0.01,0.0
blue,2.927538,75.31149,0.0,0.01,0.01,0.0
blue,1.155538,74.98808000000001,0.0,0.01,0.01,0.0
blue,-0.6566380999999999,74.48214,0.0,0.01,0.01,0.0
blue,-2.431623,73.65496999999999,0.0,0.01,0.01,0.0
blue,-3.9742,72.70538,0.0,0.01,0.01,0.0
blue,-5.436844000000001,71.65913,0.0,0.01,0.01,0.0
blue,-6.828975999999999,70.51794,0.0,0.01,0.01,0.0
blue,-8.147072,69.27081,0.0,0.01,0.01,0.0
blue,-9.374007,67.89095999999999,0.0,0.01,0.01,0.0
blue,-10.46753,66.32343,0.0,0.01,0.01,0.0
blue,-11.3115,64.59961,0.0,0.01,0.01,0.0
blue,-11.91652,62.85333000000001,0.0,0.01,0.01,0.0
blue,-12.36365,61.10645,0.0,0.01,0.01,0.0
blue,-12.702060000000001,59.36628,0.0,0.01,0.01,0.0
blue,-12.96544,57.635659999999994,0.0,0.01,0.01,0.0
blue,-13.17809,55.917559999999995,0.0,0.01,0.01,0.0
blue,-13.36495,54.21515,0.0,0.01,0.01,0.0
blue,-13.54515,52.506530000000005,0.0,0.01,0.01,0.0
blue,-13.673379999999998,50.75022,0.0,0.01,0.01,0.0
blue,-13.73935,49.007490000000004,0.0,0.01,0.01,0.0
blue,-13.76176,47.27534,0.0,0.01,0.01,0.0
blue,-13.75025,45.55277,0.0,0.01,0.01,0.0
blue,-13.71485,43.842859999999995,0.0,0.01,0.01,0.0
blue,-13.66717,42.14223,0.0,0.01,0.01,0.0
blue,-13.619489999999999,40.441559999999996,0.0,0.01,0.01,0.0
blue,-13.5718,38.74087,0.0,0.01,0.01,0.0
blue,-13.52656,37.0431,0.0,0.01,0.01,0.0
blue,-13.50242,35.36594,0.0,0.01,0.01,0.0
blue,-13.50043,33.67029,0.0,0.01,0.01,0.0
blue,-13.50049,31.97062,0.0,0.01,0.01,0.0
blue,-13.50055,30.270970000000002,0.0,0.01,0.01,0.0
blue,-13.50061,28.5713,0.0,0.01,0.01,0.0
blue,-13.500670000000001,26.87169,0.0,0.01,0.01,0.0
blue,-13.500729999999999,25.17203,0.0,0.01,0.01,0.0
